1.885299082869092331e+02,2.764340485373674596e+02
1.885160242375730775e+02,2.797023500527064925e+02
1.898636150020653020e+02,2.880275615340848390e+02
1.857057906119946153e+02,2.936913293021412414e+02
1.874806881939574907e+02,2.975658571032035979e+02
1.862880883240200944e+02,3.026971378263417023e+02
1.844779113656111349e+02,3.065372836715496874e+02
1.820690676510776029e+02,3.103084233022966032e+02
1.836347753034620780e+02,3.149035327323381921e+02
1.802452588358471814e+02,3.183531065503868263e+02
1.793748243235215227e+02,3.211463756963134415e+02
1.778892266271487301e+02,3.245208166510799970e+02
1.749500277381125670e+02,3.323348969977772072e+02
1.723938439223994976e+02,3.390222673231384078e+02
1.528322105832306761e+02,3.605817866471520574e+02
1.501961381339411332e+02,3.624840311070175289e+02
1.414831633462568163e+02,3.685488482138455879e+02
1.395914294461077816e+02,3.677100546094010269e+02
1.347901634091093399e+02,3.703049281096410255e+02
1.309323927264565270e+02,3.716966275549792158e+02
1.276826488528022452e+02,3.724736452454881714e+02
1.140285818351090370e+02,3.725005329170758159e+02
1.114047265983560493e+02,3.729256830433761820e+02
1.065451359018011885e+02,3.711515648321795879e+02
1.037120597203206103e+02,3.684850429869425739e+02
1.006379859572346191e+02,3.669531836268367897e+02
7.463008318146414410e+01,3.462396649612215356e+02
7.270368947918953495e+01,3.422267745885483805e+02
6.684419610401211287e+01,3.380211349959320160e+02
6.593371663336867528e+01,3.350521750959513270e+02
6.571695474330388720e+01,3.274451616099007651e+02
6.222729825628814382e+01,3.235950065941799494e+02
6.045024887943336012e+01,3.209949976066903901e+02
5.801313151737682006e+01,3.188078101161083282e+02
5.659464688599033622e+01,3.117190577342256574e+02
5.702152598085977075e+01,3.081917196888550166e+02
5.564581467321148978e+01,3.051318055659540391e+02
5.560685743537452908e+01,2.992860953873371841e+02
5.399623749337552425e+01,2.938134553500752872e+02
5.189838145992381158e+01,2.888512276032437853e+02
5.070186719480896897e+01,2.775162748556536485e+02
5.304556224257069630e+01,2.509458053929762684e+02
5.204816848412595220e+01,2.451321447878999891e+02
5.534656326969965789e+01,2.367455503700211636e+02
5.401626800123023742e+01,2.317666859300413194e+02
5.420581607414702319e+01,2.279119337680532453e+02
5.601635281999644889e+01,2.236438020482138143e+02
5.789754672200471930e+01,2.196272624740888944e+02
5.924197614629290598e+01,2.191226058659140961e+02
6.053009134366755006e+01,2.136717162317083307e+02
6.154141384349222932e+01,2.088467867560140689e+02
6.458916491915856284e+01,2.043726989860410015e+02
6.587764888176006650e+01,1.994320223528163183e+02
6.915792548675901230e+01,1.930155752095965340e+02
8.750437527672747251e+01,1.716341504613914140e+02
9.111223467610010118e+01,1.687238374040787221e+02
9.629135367472973428e+01,1.634718918843346955e+02
1.023508050842662271e+02,1.611391070290498249e+02
1.059757364080801381e+02,1.618067834039202921e+02
1.102474230951273597e+02,1.594207322347535580e+02
1.147733488152637022e+02,1.605965339046253746e+02
1.266526162758514573e+02,1.578477493100601521e+02
1.291360393942996154e+02,1.584279842059055738e+02
1.360014345825615862e+02,1.603443810695652303e+02
1.379496971822387650e+02,1.611626903865129066e+02
1.401155366131760331e+02,1.638207276366035785e+02
1.640648073544172405e+02,1.790585066629533628e+02
1.659921804749670855e+02,1.826348992613321229e+02
1.664337485537072041e+02,1.873026374707540356e+02
1.706478060718535517e+02,1.945959313773401789e+02
1.734616384195393834e+02,1.963704772732576203e+02
1.774232558736430576e+02,2.005568223173933973e+02
1.776944797847113477e+02,2.069298324346000300e+02
1.806407951295791747e+02,2.104665226303766019e+02
1.836285257207646282e+02,2.132629261888575627e+02
1.825965020691528764e+02,2.179248034879351508e+02
1.841425031470669182e+02,2.235244097728893564e+02
1.843971823970347259e+02,2.269629032843306220e+02
1.864432168356996442e+02,2.299865782767296594e+02
1.875643422599690666e+02,2.360433490954203535e+02
1.880551661806920549e+02,2.422244623579018139e+02
1.906221191097756105e+02,2.526106334268391436e+02
1.900089261768719950e+02,2.742493480129332966e+02
